question_id,created,tag_list,title,q_descrip,num_follow,num_view
54805217,1484519421,"[""在线论坛"",""北京大学"",""高校bbs""]",北大未名 BBS 是不是不再活跃了？,昨天偶然上了一下未名，发觉活跃度似乎降低了很多，学院的版面好像平均一天只有一两贴，精华区也是很多年前的内容。这是为什么呢？现在的学生都上哪？,31,7566
54466896,1483681666,"[""物联网"",""英特尔 (Intel)""]",如何评价英特尔宣布推出的 ComputeCard?,www.intel.com/ComputeCard fact sheet 参见这里：https://newsroom.intel.com/newsroom/wp-content/uploads/sites/11/2017/01/intel-compute-card-fact-sheet.pdf,196,15715
54085282,1482779016,"[""外汇"",""美元"",""货币兑换"",""美国生活""]",在美国如何把国内银行账户里的人民币换成美元？,在一个华人挺多的地区，但是一下子也找不到人换。,9,1506
53992981,1482554371,"[""支付宝"",""增强现实（AR）"",""傅里叶变换(Fourier Transform)"",""红包"",""支付宝红包""]",能不能用傅里叶变换批量破解支付宝 AR 红包？,"朋友圈看到虎嗅一条破解 AR 红包文章，用的是神经网络：http://mp.weixin.qq.com/s/i7KAT4-yEmlyCGTRbDyNRQ 另外知乎搜了搜看见很多用 PS 和搜索引擎来破解的。 觉得这个问题上神经网络有点杀鸡用牛刀了，PS 也很折腾，想问一下有没有人试过用傅里叶变换来批量破解。我的想法是做完傅里叶变换，用某个算子处理一下 f^(ξ), 再求逆变换，结果应该更加接近原图。 由于这段时间手头没有电脑，也没有升级支付宝（海外应该没啥人发吧），没有办法尝试，只好来知乎…",64,6475
53985166,1482516771,"[""美国"",""搜索"",""犯罪"",""美国生活""]",在美国如何查询他人的犯罪记录？,搜 crime report 搜出来的都是收费的网站，也不知道真假，这类公开的信息有免费的查询方式吗？倒是搜到很多美国之外的英语国家政府提供的服务。,5,699
53986236,1482533288,"[""美食"",""食物"",""文化"",""西班牙语"",""古巴""]",古巴人一般吃些什么食物？,并不是猎奇，想知道古巴人民日常吃点啥，谢谢。,421,154194
53969289,1482483737,"[""小说"",""童话"",""唐传奇""]",胡桃夹子的故事和南柯一梦的故事有什么关联？,胡桃夹子说的是小女孩在圣诞夜抱着胡桃夹子入睡，梦里游了雪国，整个框架让我想起南柯一梦的故事。这两者有没有什么关联？ 南柯一梦： 淳于棼是唐朝人。有一次，因为他喝醉酒，忍不住在庭院的槐树下休息起来，没想到他因此就睡着了。在梦里，他看到槐安国的国王派人接他到槐安国去，随后把自己心爱的公主嫁给了他，并且派他担任南柯郡的太守。在这段时间里，淳于棼把南柯治理得很好，国王也很欣赏他。他五个儿子都有爵位，两个女…,3,308
53912598,1482364991,"[""知乎"",""水平"",""严肃讨论""]",知乎上各个专业领域的讨论究竟是什么水平？,看 http://www.zhihu.com/question/53752040 这个问题想到的。知乎上有的问题在外行看来很专业，但是实际情况如何呢？,25,717
53911547,1482350049,"[""美国"",""犯罪"",""美国社会""]",在美国犯罪是什么体验？,程序员,2,109
53508545,1481396962,"[""食品"",""食品营养"",""营养""]",美国食品包装上的营养成分表 (nutrition facts) 是怎么测出来的？,面包店卖的面包和小糖果上面都有，这种信息是估算还是检测出来的？,5,184
56189011,1487816628,"[""美国国家航空航天局（NASA）"",""天文学"",""宇宙"",""行星科学""]",NASA 宣布发现七颗与地球大小相似并可能存在液态水的行星，这意味着什么？,NASA于2017年2月22日宣布有“重大发现”，将紧急于2月23日召开新闻发布会。随后通过官网发布，人类在一颗距离地球约40光年远的恒星周围发现了七个地球大小的行星，这七颗行星都可能有液态水的存在，其中三颗确定位于宜居带。更有研究者指出，银河系中与地球类似的行星可能比我们想象的多得多。 这个发现有什么样的重大意义？是否意味着地球外生命，甚至智慧生命存在的可能性比我们想象的大得多？ NASA原文链接：…,1405,325547
52438431,1478665995,"[""政治"",""东亚局势"",""中日"",""2016 年美国大选""]",美国大选的结果会对中日关系以及东亚局势有何影响？,如题。由于目前结果还没出来，可以从两种可能性论述。,1876,379947
47554602,1466196058,"[""索尼 (Sony)"",""虚拟现实（VR）"",""家用游戏机"",""PlayStation VR"",""索尼大法""]",使用 PlayStation VR 玩游戏是怎样一种体验？,10月份发售，现在在各地陆陆续续有了体验会，先评测起来再决定买不买。,661,55044
46918925,1464600745,"[""心理学"",""学习方法"",""同声传译""]",一心不能二用的理论和同声传译的存在是否矛盾？,因为想训练自己边听外语边翻译边记笔记的能力，所以搜索了一下关于“一心二用”“多线程工作”的问题，发现很多答案指出对大脑的研究确定了人是无法真正一心二用的。只能不断中断并转换任务。 但是很难想象同声传译的时候大脑是一段一段的转换任务（因为集中在其他任务上一秒钟都会漏听几个单词），同声传译的技巧和上面这个不能一心二用的理论是否矛盾？ 如果想要训练边听外语边翻译边记笔记的能力，是否可行？该如何做？,632,9617
46843155,1464409572,"[""化妆品"",""眼影""]",有哪些值得一生推的高端眼影产品？,知乎上大多数关于眼影的问题都是推荐平价产品。希望能推荐一些高端高质量牌子，并具有以下特点： 1.适合任何人，几乎不会失败 2.上妆效果和持久度超高 3.有专柜（不要推荐开架化妆品） 4.不必看其他家反复挑选，只去这一家买就可以满足基本色+流行色需求。（较忙白领的需求） 5.主要适合日常，不要太鲜艳。 欧美人眼窝构造和亚洲人不同，希望主要推荐日妆或者欧美适合亚洲人的产品。另外，学生时代 canmake kate 美宝莲这种都试…,1503,239164
41746943,1458815482,"[""苹果公司 (Apple Inc.)"",""智能手机"",""三星手机""]",iPhoneSE和三星S7对于中国的年轻用户来说哪个更有魅力？,"在苹果发布了个头小却性能强劲的iPhoneSE之后，对中等价位智能机领域是一个不小的冲击。希望能听到专业人士从性能，用户体验，实用性，市场变化和需求等方面具体比较与评测。特别是对iPhone SE, 三星S7这两款手机，将来对价格敏感的年轻人会如何选择，期待有干货的见解。谢谢。",630,143922
33276522,1437661780,"[""旅游"",""斯里兰卡""]",去斯里兰卡旅游之前有什么推荐一看的书籍或者电影呢？,关于这个国家的，或者在这个国家拍摄的，比较容易看进去的艺术作品~ 在一个陌生的国家读着关于她的书，感觉不要太好，欢迎推荐！,283,11468
33251721,1437619512,"[""企业文化"",""周年纪念""]",公司周年庆典有哪些值得参考的创意活动？,各种庆典活动通常反映了一个公司的文化和创新能力。 全世界都有有哪些有趣的周年庆典活动呢？欢迎列举介绍。,435,32291
30850970,1433129705,"[""支付宝""]",5月28日“支付宝日”是一种怎样的体验？,题主在海外，不能亲身经历，听说国内支付宝日挺热闹的，想听听实际上在国内进行的怎么样。 当天的体验是什么？有提前准备抢购吗？实际上真的排大队吗？支付是否顺利？ 当时说的吸引大叔大妈养成支付宝付费习惯的效果达到了吗？你的家人对支付宝日是否知情，有什么反应？ 国内的人现在对于用支付宝线下支付，是否已经习惯？还是大城市里也只在很狭窄的人群范围内才被使用？ 还有其他评价也欢迎讨论。,86,16414
30782370,1432893303,"[""手表"",""智能手表""]",手机以及智能表会最终替代传统手表吗？,手机具备更精准的计时功能和其他通讯功能，智能手表更具备健康检测，通知等功能。两者的组合会在今后的某一天代替传统手表在大众中的位置吗？,241,43724
28716301,1426171161,"[""调查类问题"",""人生"",""成长"",""X 是种怎样的体验""]",45 岁是什么一种感觉？,人到30岁还可以算是青壮年可是45岁就是正经的中年人了。和20多岁相比，所想所求会有什么不同？生活的目标和自我认知会有什么不同？ 尤其作为女性，美貌年轻消逝，和周围人的关系会有什么样的变化？会不会有落差？ 做为男性，身材渐渐发福，孩子将要成年，父母辈已然老去，面对这样的状况，对您来说最大的生活体会是什么？ 很想听听45岁左右的人谈谈这些。知道什么该在现在珍惜，什么该为将来准备。 本题问的是亲身体验，除了转述…,1676,139157
28098237,1423533929,"[""互联网""]",2015 年中国有哪些值得参加的互联网大型会议？,日本企业的员工想要了解中国的互联网发展方向和动向，所以希望参加今年中国比较大，能获得各种信息以及商谈机会的互联网大会。 网上可以搜到的： 中国互联网大会：2014中国互联网大会官方网站 中国互联网创业者大会：2014第九届中国互联网创业者大会 全球互联网大会北京站：GMIC 北京 2015 想知道的信息， 1，中国比较大型的，有各种企业参加（而不是仅仅一个系的企业，除了BAT还要有大大小小的创业公司比较好）的大会哪个比较推…,172,11781
28016924,1423186484,"[""调查类问题"",""日语"",""语言学习""]",有哪些高级的日语表达技巧，让人一听就很地道？,姐妹问题:有哪些高级的英语表达技巧，让人一听就很地道？ - 英语翻译 请列举一些具体的句式。 建议加上在什么场合，对什么人适用。大家都知道日语这门语言的特点就是在不同场合对不同的人语法都不一样。还有有些话是男的能说女的不能说的。光记句型在错误的场合使用的话反而会有反效果。,1010,60058
28006513,1423132982,"[""调查类问题"",""餐饮"",""自助游"",""国外旅游""]",中国人去日本旅游，想吃当地食物，在网站上选择当地餐馆时你最希望看到哪些信息？,中文菜单，料理的价格，推荐的料理，餐馆内的气氛，餐馆的特点， 从车站怎么走，要多久，料理的照片，中国人的评论，优惠券·。。。 这些信息里哪些是你最需要的？除了这些信息之外你还希望有怎样的信息？ 注意这个适用场景是“日本旅游“，而且想吃当地食物。,198,13843
27190213,1419175041,"[""科普""]",为什么天空和海都是蓝色的？,天空和海都由于光线的反射，看起来是蓝色的，那么为什么两者不约而同的都在蓝色光范围内，让我们能看到海天一色的美景呢？这其中有什么必然的关联吗还是纯粹由于巧合？,275,63274
26694945,1416443791,"[""苹果公司 (Apple Inc.)"",""iOS 应用""]",苹果商店的 1 元与 3 元促销中有哪些绝对不该错过的应用或游戏？,11月19日凌晨苹果大量出现1元与3元应用，甩卖促销期限不明。在促销的app中有哪些绝对不可以错过？,1577,177637
26664772,1416276034,"[""iOS 开发"",""项目管理""]",开发较复杂的 iOS 应用时，在建立清晰易懂的项目目录结构这方面，你有什么好的经验或心得？,目录结构就是指这个： 在简单的应用中，我们用苹果默认的目录结构就可以让人看懂分辨各个类的作用。然而在一个较大型的项目中，会有几十个甚至上百个类，并且还会不断增加。如何建立一个清晰易懂的文件夹结构（目录结构），让一个新加入项目的成员也可以快速掌握各个类的功能和相互关系？ 目录结构是按照相似功能（比如较重要的ViewController放到一起）分类好呢，还是对应应用的画面结构分类（比如搜索结果画面下面放置相关类）…,442,25248
26506382,1415265812,"[""产品经理"",""产品运营"",""团队管理""]",作为互联网产品经理，在团队管理方面有哪些值得参考的好书？,目前知乎上产品经理书单都偏重于讲述如何打造优秀产品方面。而作为一个产品经理，通过自己的组织能力更好的整合开发团队，平面设计，测试团队以及其他团队，使得整个产品的生产效率更高，减少多余的问题也是必须的能力之一。 关于这方面有什么有干货的好书推荐？ 目的知乎上可以找到的推荐‘ 互联网产品经理的必读书目有哪些？ 问题下@kentzhu的回答 三、团队合作 《决策与判断》——换位思考 《只有偏执狂才能生存》——情商 《…,735,11839
26506068,1415264420,"[""生活"",""日语""]",日语里的「女子会」在中文中有对应的词汇吗？,日语里的女子会，意思为女生好友们一起出去玩的聚会（狭义特指一起吃饭），不带男生的聚会。 中文中是否有相对应的，广为人知的流行词汇？ 注意，不指购物。大多数答案过于偏向购物逛街，而没有达到这个词本来的广泛意思。,39,11749
25284619,1410331413,"[""编程"",""iOS 开发"",""iOS 开发入门""]",UIControlStateSelected 和 UIControlStateHighlighted 有什么区别？,"以下来自苹果文档： 首先这一段是什么意思？这个数字的不同造成了selected和highlighted有什么区别呢？ enum {
 UIControlStateNormal = 0,
 UIControlStateHighlighted = 1 << 0,
 UIControlStateDisabled = 1 << 1,
 UIControlStateSelected = 1 << 2,
 UIControlStateApplication = 0x00FF0000,
 UIControlStateReserved = 0xFF000000
};
其次，对这两个状态的描述： UIControlStateHighlightedHighlighted state of a contro…",33,9127
24937242,1408616315,"[""移动应用"",""产品经理"",""iOS 应用""]",有哪些你觉得很新颖有创意的手机应用引导界面？,可以举出应用名字和引导界面的描述（是什么样的），你觉得哪里比较有创意等。,108,3129
24909651,1408438442,"[""编程"",""iOS 开发"",""Xcode"",""程序""]",如何通过程序自动搜索Xcode中一个应用的源代码并进行统计？,在一个应用中有着很多很多的API。这些API的请求地址都在Global.h中定义为常数比如说SEARCH_SOMEONE。现在要统计这个应用中哪些API实际被使用了，哪些没有使用。如果手动的话就是挨个搜索这些常数(比如说搜索SEARCH_SOMEONE并查看除了定义以外是否有其他地方使用了该常数)。 那么在API大量存在的情况下，是否可以编写程序自动实施这一过程并统计这些API被使用的次数？该用什么工具和语言，大概步骤如何实施？ 如果通过程序搜索，…,27,2886
24516696,1405579480,"[""互联网"",""移动应用"",""智能手机""]",国内有哪些优秀的餐馆饭店搜索类 App？,说明： 1，必须是搜索餐馆或者饭店的 App。其他美食类 App 不包含在内。 2，必须是移动端使用的 App 或者网站的手机浏览版。,92,5867
24516665,1405579347,"[""互联网"",""移动应用"",""智能手机""]",国内有哪些优秀餐馆饭店搜索类 App？,说明： 1，是搜索或者推荐饭店用的。其他类别的美食app不包含在内。 2，iphone或者安卓上的app应用。有手机版的网站也可以。,39,1518
24480157,1405317958,"[""编程"",""计算机""]","中国的程序员有没有约定俗成类似英语中 ""foo"" 和 ""bar"" 一样的变量常用名？",编程中随意起变量名的时候，英语会用foo bar 日本会用hoge 中国是随英文用法，还是也有我们自己独特的类似词汇呢？,173,28662
24210395,1403219309,"[""足球"",""世界杯 (World Cup)""]",在一个足球队伍中，10号是怎样的存在？,本田圭佑小时候的日记里面就写到长大以后要身披10号球衣。香川真司在日本队里面也是10号，他演的广告里面自己小时候也是10号。好像很多很厉害的球员也都是10号。这个号码是对应一个固定的位置吗？有什么特别的意义吗？,300,63958
24131821,1402628122,"[""绘画"",""油画""]",油画刀最常用的是哪几个型号？,准备给父亲买克莱森的油画刀。全套十把比较贵，准备先买2-3把再逐渐购入。 请问画一般的风景油画，先购入那几个型号使用率较高？ 贴一张他的作品，以便建议。,29,2839
23881356,1400832392,"[""互联网产品"",""Google 地图""]",在中国墙内网络看国外地图的时候哪个服务最快速准确，谷歌地图能用吗？,"我要在一个网站里插入地图API让国内的用户查看日本的地图。想知道以下情况： 如果在国内想看日本东京的地图的时候，哪个线上地图比较好用？ btw, 百度地图没有日本部分。 谷歌地图在国外使用率最高，但是不清楚在国内是否可以连接上，是否稳定，速度如何。 苹果ios上的地图似乎只能在移动设备上链接，在电脑上能不能链接？ 雅虎日本的地图目前是在考虑的选择，只是不知道链接速度如何。可以在这个链接测试：Yahoo!地図 谢谢。",57,8746
23506608,1398148874,"[""互联网"",""产品经理"",""用户体验设计"",""翻译"",""设计心理学""]",Web信息架构(IA for the WWW)和设计心理学(The Psychology of Everyday Things)这两本书的中文翻译如何？,以前也读过一些设计书籍，因为涉及到很多抽象概念所以翻译过来的中文极难懂或者容易有歧义，还不如直接读英文理解透彻。 请问Web信息架构(Information Architecture for the World Wide Web)和设计心理学(The Psychology of Everyday Things)这两本书的中文翻译是否容易理解？推荐读中文还是英文原著？,29,1069
23378432,1397268444,"[""日本"",""旅游"",""饮食"",""日本旅游""]",在日本旅游过的知友们，你们在日本的饮食情况是怎样的？,最近要做一个个人的小项目，想做一个简单的调查。主要想知道来过日本旅游的朋友，是否有吃到满意的美食，在选择餐馆上遇到过什么问题。 希望协助调查的朋友可以点击回答这份需要10分钟左右的调查问卷（注意只能是来日本旅游过的朋友才能回答哦）： https://docs.google.com/forms/d/1ee6oQlFd9YQhag-IG6sJ-ujtuiF26lvobkIGn-yuYds/viewform 如果上面的google地址无法打开，请使用下面这个地址： 关于来日旅游者饮食状况的小调查 我将会在帮忙回答的朋友里面选择5位邮送精美的日本樱花小猫水彩明信片…,1037,83365
22971233,1394264413,"[""东京"",""酒吧""]",东京有哪些不错的酒吧？,对东京夜生活知之甚少，欢迎各位推荐。建议写上酒吧的气氛和大概价格以及适合人群。,677,40410
21855302,1382322881,"[""语言"",""汉语""]",如何在外语环境干扰过强，中文水平下降的情况下保持或提高自己的中文水平？,相关问题：怎样在英语环境中保持中文水平？ 在国外生活久了，不可避免的会有中文水平下降的现象。这不是炫耀或者故弄玄虚，而是一个实实在在令人困扰的问题。 在相关问题中，几乎所有答案都提到要多读多写多接触。但事实是我平时经常说中文，并且大量读写中文，但仍旧无法阻止这种趋势。读写主要是浏览网络，写中文的文章等。书看的不如在国内多，而且专业书居多，我怀疑阅读量的缺失是不是主要问题。 中文水平的下降特征为： a.…,368,22386
21784073,1381392366,"[""烹饪"",""生活常识""]",铸铁锅如何保养？,我在日本购入一个中华大圆铸铁锅。 根据使用说明，第一次使用之前，要撕掉膜后把锅整个用火烧一遍，生成氧化膜（就是变成蓝色然后又变黑） 使用说明还举了中国大厨保养锅的例子。建议每次用过后，不用洗洁精洗，只用热水，洗过之后上火烧干，然后涂一层油放置。 但是这个过程是实在是太麻烦了，导致现在都不想用它。 有什么保养铸铁锅的最低标准的方法吗？能在麻烦和保养之间取得平衡的。 还有，长时间使用导致铁锅表面有附着一…,747,169569
21617741,1378622069,"[""经济"",""调查类问题"",""奥林匹克运动会‭""]",你认为东京获得2020年奥运会主办权对日本及中国有怎样的影响？,比起其他两个国家，显然在日本举办奥运会，对中国的积极影响更大。你认为日本和中国分别可以抓住哪些机遇？ 比如：顺带为中国的旅游业带来更多客人；日本可能开放更多签证机会给中国人。日本在奥运建设中与中国公司合作为中国带来经济效益等。,233,21860
21727130,1380464986,"[""知乎社区""]",如何看待知乎最近频繁出现的“占坑，等会写”一类的回答？,该类回答的共同点：初次回答时都不包括内容。仅说明自己之后会作答。之后更新的答案有一般的也有有精彩的。 讨论： 该基于论坛社区的行为在知乎是否合适？ 该行为是否导致很多本来的好答案没有出现在timeline上而默默无闻？ 你是否提倡或习惯这样的行为？如果是，为什么？如果不是，为什么？ 占坑可能是以获得较少的赞甚至作答前就被折叠为代价的。因为在前期没人会赞内容只有占坑的答案。所以希望了解这只是出于论坛习惯还是有…,155,14303
21491305,1376657453,"[""iOS 应用"",""平板电脑"",""协同办公""]",平板设备或电脑上有哪些适用于远程小组讨论的优秀应用或服务？,要求如下： 1，多个组员身在不同的地方可以通过因特网实时进行同一个文件的更新和互动（类似于google docs） 2，最好可以利用平板设备进行手写或涂鸦表达自己的想法 3，尤其是头脑风暴、讨论初期想法等表达方式比较自由的小组活动可以使用的服务 4，该服务免费或者可以免费体验互动功能后付费 5，因为是和外国人合作，最好是英语版本。 目前可以找到的符合标准的应用比如Jot! Whiteboard https://itunes.apple.com/us/app/jot!-whiteboard-free/id371937922?mt=8 但是如果要使用小…,57,2468
21509847,1376974328,"[""日本"",""日本文化"",""酒桌文化""]",日本人在酒桌上会像中国人那样劝酒吗？,提这个问题的初衷，是因为看到中、日、韩三国的「酒文化」在细节及深层原因上有哪些异同？ 这个问题下，很多人表示日本是没有劝酒文化的。在@谢牧阳同学的专栏里，虽然详细的叙述了日本酒桌文化，但也以“日本人基本不劝酒”这个观点为主。 在外国人接触的一部分日本文化中，的确是有“不劝酒”的部分，但我宁愿称之为“因为关系不够近或者场合不同而没有劝酒”。在真实深入日本社会的过程中，最开始以为“日本人不劝酒”的外国…,214,23917
21280946,1372743140,"[""日语"",""马伯庸""]",祥瑞御免中的「御免」在古汉语中本是什么意思，和日语道歉的「御免」（ごめん）又有什么联系？,如题。,42,6984
21389688,1374846749,"[""生活常识""]",在风来的一瞬间按住裙子何处才能最大程度避免走光？,这是一个物理问题。妹子穿的是短裙，求双手或单手按住裙子能最有效阻止走光的点。 走光定义：被看到小裤裤 有几个前提： 1，风除了一般的大风，最凶猛的一般发生于地铁，从下往上吹。 2，安全裤这种天太热了 3，必然是心仪的裙子不能换的。换裙子的话就不构成该题目了，那直接穿裤子就完了。 4，被看到男同志固然爽，但是太不雅。 5，穿过裙子的女生会比较有经验，A字裙材质又比较轻柔的话，是无法全部按住的，按前面飘后面，按…,201,26872
21062395,1368583759,"[""留学"",""留学申请"",""留学日本""]",申请到去日本留学的朋友，都有哪些值得分享的经历？,欢迎大家写下自己从决定去日本留学到申请成功的亲身经历和经验，以及给后来人的建议。,3518,136483
53321708,1480931438,"[""词义"",""网络语言"",""词源""]",“学酥” 这个词是什么意思？,在知乎上看见好多次了，但是不太懂这词怎么来的及其含义。,6,785
52335819,1478404106,"[""优步（Uber）"",""盲人"",""社会公平"",""滴滴出行"",""Accessibility""]",如何看待滴滴收购 Uber 后推出的新 Uber 中国 App 不再支持盲人使用？,参考下面的截屏。AppStore 中来自一位盲人网友的评论。,398,110628
52253320,1478163285,"[""数学猜想"",""基础数学"",""数学研究""]",你研究的数学领域，有哪些重要但是不出名的猜想？,"不出名的标准，大概是数学里别的领域的人不太知道的这种程度吧。黎曼假设，BSD, Hodge 猜想这种就不用说了。另外请多说两句，别扔个猜想的名字就跑。",362,24282
51781095,1476924749,"[""法国"",""巴黎大学"",""左翼"",""五月风暴"",""学生运动""]",巴黎大学为何在五月风暴以后被拆散成十三个大学？,1968年法国学生运动（即五月风暴）发动之后，巴黎大学被拆分成13座独立的大学，巴黎大学从此不复存在。这个拆分和五月风暴的关系到底是怎样的？背后有哪些政治因素呢？,13,713
51763167,1476869095,"[""字符编码"",""法语"",""乱码""]",法语内容在电脑上显示有乱码怎么解决？,"比如网页上这段话： L'hypothÃ¨se de Riemann, aprÃ¨s qu'on eut perdu l'espoir de la dÃ©montrer par les mÃ©thodes de la thÃ©orie des fonctions, nous apparaÃ®t aujourd'hui sous un jour nouveau, qui la montre insÃ©parable de la conjecture d'Artin sur les fonctions L, ces deux problÃ¨mes Ã©tant deux aspects d'une mÃªme question arithmÃ©tico-a…",11,933
